"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"001192025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS], NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"77266575000185";"SARANDI TRATORES LTDA";"1653750,0000";"1653750,0000";"-3";"";"";"";""
"000992025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"77266575000185";"SARANDI TRATORES LTDA";"381600,0000";"381600,0000";"-3";"";"";"";""
"001032025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"77266575000185";"SARANDI TRATORES LTDA";"1102500,0000";"1102500,0000";"-3";"";"";"";""
"000022026";"Objeto: AQUISIÇÃO DE PEÇAS PARA O MOINHO GM 300 RETSCH.";"";"Sem Informação";"Não se aplica";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"130058";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/MG";"08/01/2026";"09/01/2026";"08/01/2026";"04/09/2026";"32449952000183";"VERDER SCIENTIFIC COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA.";"82302,0000";"82302,0000";"-3";"";"";"";""
"000612025";"Objeto: SERVIÇO DE MANUTENÇÃO DO TELHADO DA COMPANHIA DE COMANDO E SERVIÇO ARSENAL DE GUERRA DO RIO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160285";"ARSENAL DE GUERRA DO RIO";"29/12/2025";"05/01/2026";"29/12/2025";"29/12/2026";"41569982000114";"CAMALEAO ENGENHARIA LTDA";"123979,0200";"123979,0200";"900022025";"";"";"";""
"000312025";"Objeto: CONTRATAÇÃO EVENTUAL DE EMPRESA ESPECIALIZADA PARA, SOB DEMANDA, PRESTAR SERVIÇOS DE RECUPERAÇÃO, ADEQUAÇÃO E REPARAÇÃO DE BENS IMÓVEIS E INFRAESTRUTURAS DAS ORGANIZAÇÕES MILITARES DE BELÉM-PA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160215";"COMISSAO REGIONAL DE OBRAS DA 8ª RM";"06/01/2026";"08/01/2026";"06/01/2026";"06/01/2027";"41569982000114";"CAMALEAO ENGENHARIA LTDA";"194415,4500";"194415,4500";"900022025";"";"";"";""
"000282025";"Objeto: CONTRATAÇÃO EVENTUAL DE EMPRESA ESPECIALIZADA PARA, SOB DEMANDA, PRESTAR SERVIÇOS DE RECUPERAÇÃO, ADEQUAÇÃO E REPARAÇÃO DE BENS IMÓVEIS E INFRAESTRUTURAS DA REITORIA E DOS CAMPI DO IFB.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26428";"Instituto Federal de Educação, Ciência e T";"158143";"IFB - REITORIA - BRASILIA-DF";"05/01/2026";"05/01/2026";"05/01/2026";"05/01/2027";"41569982000114";"CAMALEAO ENGENHARIA LTDA";"11895570,4600";"11895570,4600";"900022025";"";"";"";""
"003382026";"Objeto: PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR, EM COMPLEMENTAÇÃO AO ATENDIMENTO DOS BENEFICIÁRIOS E DEPENDENTES LEGAIS DO SAMMED/FUSEX. CONFORME RATIFICAÇÃO DO EDITAL DE CREDENCIAMENTO 01-2024 DO DIA 06 DE JANEIRO DE 2025";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"08/01/2026";"12/01/2026";"08/01/2026";"07/01/2027";"29521159000303";"HOSPITAL MILAGRES SERVICOS DE SAUDE LTDA";"500000,0000";"500000,0000";"-3";"";"";"";""
"008002025";"Objeto: MANUTENÇÃO PREDIAL PREVENTIVA, PREDITIVA E CORRETIVA, POR DEMANDA, COM O FORNECIMENTO DE MÃO DE OBRA QUALIFICADA, INSUMOS, FERRAMENTAS E EQUIPAMENTOS, PARA O RANCHO DO CNCM";"";"Pregão - Registro de Preço";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"795500";"BASE DE FUZILEIROS NAVAIS DO RIO MERITI";"18/12/2025";"05/01/2026";"18/12/2025";"18/12/2026";"47028904000199";"NHC SERVICOS E COMERCIO LTDA";"366864,5000";"366864,5000";"900012024";"194079";"FUNAI-COORDENACAO REGIONAL DE JOAO PESSOA/PB";"9999";"Pregão - Registro de Preço"
"000422025";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS A SEREM EXECUTADOS POR EMPRESA ESPECIALIZADA NO FORNECIMENTO DE SERVIÇOS DE INSTALAÇÃO E AQUISIÇÃO DE LETREIRO PARA FACHADA DO CENTRO TÉCNICO CULTURAL PROF. PEDRO MENDES (CTC), SITUADO NO COMPLEXO HISTÓRICO CULTURAL (CHC) DA UNIFEI (AV. CEL RENNÓ, 07 - ITAJUBÁ - MG)";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26261";"Universidade Federal de Itajubá";"153030";"UNIVERSIDADE FEDERAL DE ITAJUBA";"06/01/2026";"07/01/2026";"06/01/2026";"06/03/2027";"54902668000153";"ELOAR SERVICOS DE COMUNICACAO E MARKETING LTDA";"4584,0000";"4584,0000";"-3";"";"";"";""
"000032025";"Objeto: GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR PARA ALIMENTAÇÃO ESCOLAR - CAMPUS MANACAPURU";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26403";"Instituto Federal de Educação, Ciência e T";"155422";"IFAM - CAMPUS MANACAPURU";"31/12/2025";"09/01/2026";"31/12/2025";"31/12/2026";"82311234234";"JEIBSON NUNIS BEZERRA";"24794,7400";"24794,7400";"-3";"";"";"";""
"000022026";"Objeto: FORNECIMENTO DE EQUIPAMENTOS MÉDICO-HOSPITALARES, COM INTUITO DE ATENDER À DEMANDA DA EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES (EBSERH), UNIDADE HOSPITALAR HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA (HU-UFJF)";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155903";"HOSPITAL UNIVERSITARIO DA UFJF";"06/01/2026";"08/01/2026";"13/01/2026";"11/07/2026";"12246862000188";"SC MEDICAL INDUSTRIA COMERCIO E SERVICOS LTDA";"41580,0000";"41580,0000";"-3";"";"";"";""
"000022026";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ENERGIA ELÉTRICA, PARA ATENDER AS DEMANDAS DA INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA- BAIANO - CAMPUS RIBEIRA DO POMBAL";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e T";"158129";"INST FED DE EDUC CIENC E TECNOLOGIA BAIANO";"07/01/2026";"08/01/2026";"07/01/2026";"06/01/2030";"15139629000194";"COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA";"246361,6800";"246361,6800";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ENERGIA ELÉTRICA, PARA ATENDER AS DEMANDAS DA INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA- BAIANO - CAMPUS REMANSO";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e T";"158129";"INST FED DE EDUC CIENC E TECNOLOGIA BAIANO";"07/01/2026";"08/01/2026";"07/01/2026";"06/01/2030";"15139629000194";"COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA";"246361,6800";"246361,6800";"-3";"";"";"";""
"000012026";"Objeto: AQUISIÇÃO DE APARELHOS DE AR-CONDICIONADO TIPO SPLIT INVERTER DESTINADOS A SALAS DE AULA (12.000 BTU E 24.000 BTU), AMBIENTES DOCENTES, SETORES ADMINISTRATIVOS E RESIDÊNCIAS UNIVERSITÁRIAS DO CENTRO DE CIÊNCIAS JURÍDICAS E SOCIAIS - CCJS, CAMPUS SOUSA, DA UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG), CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"158198";"CENTRO DE CIENCIAS JURIDICAS E SOCIAIS/UFCG";"05/01/2026";"07/01/2026";"05/01/2026";"05/01/2027";"17417928000179";"VENTISOL DA AMAZONIA INDUSTRIA DE APARELHOS ELETRICOS LTDA";"109200,0000";"109200,0000";"900052025";"";"";"";""
"000022026";"Objeto: AQUISIÇÃO DE APARELHOS DE AR-CONDICIONADO TIPO SPLIT INVERTER DESTINADOS A SALAS DE AULA (18.000 BTU E 30.000 BTU), AMBIENTES DOCENTES, SETORES ADMINISTRATIVOS E RESIDÊNCIAS UNIVERSITÁRIAS DO CENTRO DE CIÊNCIAS JURÍDICAS E SOCIAIS - CCJS, CAMPUS SOUSA, DA UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG).";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"158198";"CENTRO DE CIENCIAS JURIDICAS E SOCIAIS/UFCG";"05/01/2026";"07/01/2026";"05/01/2026";"05/01/2027";"17417928000179";"VENTISOL DA AMAZONIA INDUSTRIA DE APARELHOS ELETRICOS LTDA";"156173,9800";"156173,9800";"900332024";"";"";"";""
"000632025";"Objeto: REALIZAÇÃO PELA CONTRATADA DA GESTÃO FINANCEIRA DO PROJETO 'FESTIVAL UFU DE CULTURA AFRO', CONFORME DETALHADO NO PLANO DE TRABALHO.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26274";"Fundação Universidade Federal de Uberlândi";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"28/12/2025";"07/01/2026";"28/12/2025";"31/12/2026";"21238738000161";"FUNDACAO DE APOIO UNIVERSITARIO";"250000,0000";"250000,0000";"-3";"";"";"";""
"000252025";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA PARA INSTALAÇÃO E FORNECIMENTO DE CENTRAL DE GASES DESTINADA A EQUIPAMENTOS DE CROMATOGRAFIA GASOSA (GC), CONTEMPLANDO OS GASES NITROGÊNIO (N?), HIDROGÊNIO (H?), ARGÔNIO (AR), MONÓXIDO DE CARBONO (CO), DIÓXIDO DE CARBONO (CO?), METANO (CH?) E AR SINTÉTICO, PARA O CAMPUS PATO BRANCO DA UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ - UTFPR";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153177";"UTFPR - CAMPUS PATO BRANCO";"30/12/2025";"06/01/2026";"12/01/2026";"09/09/2026";"00331788005005";"AIR LIQUIDE BRASIL LTDA";"160094,8800";"160094,8800";"-3";"";"";"";""
"000482025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS AUXILIARES DE APOIO TÉCNICO ESPECIALIZADO EM DESENVOLVIMENTO E SUSTENTAÇÃO EM SOLUÇÕES DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC), COM O OBJETIVO DE ATENDER ÀS NECESSIDADES DE TIC DO MINISTÉRIO DA EDUCAÇÃO - MEC, NOS TERMOS DA TABELA ABAIXO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26000";"Ministério da Educação - Unidades com vín";"150004";"SUBSECRETARIA DE TEC. DA INF. E COMUNICACAO";"30/12/2025";"06/01/2026";"30/12/2025";"30/12/2026";"06118361000113";"PRIME UP SOLUCOES EM TI LTDA";"7826183,6100";"7826183,6100";"-3";"";"";"";""
"000372025";"Objeto: PRESTAÇÃO DE SERVIÇO DE LICENCIAMENTO MICROSOFT NA MODALIDADE EAS, COM ATUALIZAÇÕES DE VERSÕES E MANUTENÇÃO (SUPORTE) DURANTE A VIGÊNCIA DO CONTRATO, POR 36 (TRINTA E SEIS) MESES, PODENDO SER PRORROGADO ATÉ O LIMITE DA LEI, PARA A REDE IBGE DE COMPUTADORES, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2028";"19877285000252";"LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A";"13897056,4800";"13897056,4800";"-3";"";"";"";""
"001172025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ELABORAÇÃO DE PROJETOS DE ARQUITETURA E ENGENHARIA, ESTUDOS TÉCNICOS E DOCUMENTAÇÃO COMPLEMENTAR NECESSÁRIA PARA VIABILIZAR A CONTRATAÇÃO DE OBRA DE CONSTRUÇÃO DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE OURO PRETO (HU-UFOP) EM MARIANA-MG, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155007";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"07/01/2026";"12/01/2026";"07/01/2026";"01/03/2027";"17030652000171";"OLIVEIRA ARAUJO ENGENHARIA LTDA";"3589981,6000";"3589981,6000";"-3";"";"";"";""
"002192025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS DE MANUTENÇÃO PREVENTIVA (COM FORNECIMENTO DE PEÇAS E SEM FORNECIMENTO DE PEÇAS) E CORRETIVA (HORA TÉCNICA) NO EQUIPAMENTO DO TIPO GRUPO MOTORGERADOR (GMG), INCLUINDO O ABASTECIMENTO DO GMG E SEM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, INSTALADO NA REITORIA DO IF GOIANO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26407";"Instituto Federal de Educação, Ciência e T";"158124";"IF GOIANO - REITORIA";"07/01/2026";"09/01/2026";"07/01/2026";"07/01/2027";"03199343000115";"TLR SERVICOS DE ENGENHARIA E COMERCIO LTDA";"68964,0300";"68964,0300";"-3";"";"";"";""
"001592025";"Objeto: PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR, EM COMPLEMENTAÇÃO AO ATENDIMENTO DOS BENEFICIÁRIOS E DEPENDENTES LEGAIS DO SAMMED/FUSEX. CONFORME RATIFICAÇÃO DO EDITAL DE CREDENCIAMENTO 01-2024 DO DIA 06 DE JANEIRO DE 2025.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"29/12/2025";"12/01/2026";"29/12/2025";"28/12/2026";"11186436001024";"ONCOLOGICA DO BRASIL LTDA";"500000,0000";"500000,0000";"-3";"";"";"";""
"000422025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA OBRA DE IMPLANTAÇÃO DE UNIDADE BÁSICA DE SAÚDE INDÍGENA - UBSI TIPO II COM ALOJAMENTO NA ALDEIA RICARDO FRANCO, PERTENCENTE AO POLO BASE DE GUAJARÁ-MIRIM, DO DISTRITO SANITÁRIO ESPECIAL INDÍGENA (DSEI) PORTO VELHO.";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"257049";"DISTRITO SANIT.ESP.INDIGENA - PORTO VELHO";"07/01/2026";"08/01/2026";"07/01/2026";"07/01/2027";"14504696000106";"NATIVA ENGENHARIA E CONSTRUCAO LTDA";"2490000,0000";"2490000,0000";"-3";"";"";"";""
"000632025";"Objeto: CONTRATAÇÃO DIRETA DE SERVIÇO DE ENGENHARIA PARA ELABORAÇÃO DE PROJETO BÁSICO PARA A ADEQUAÇÃO DA OFICINA DE DESNITRAÇÃO DE ÁCIDO RESIDUAL (TT-07) DA SEÇÃO DE PRODUÇÃO DE TRINITROTOLUENO (SETR) DA FPV, PARA CUMPRIMENTO DA AÇÃO AMBIENTAL E MITIGADORA Nº 11 (ADEQUAÇÃO DO EFLUENTE À LEGISLAÇÃO AMBIENTAL VIGENTE), REFERENTE A AÇÃO CIVIL PÚBLICA Nº 0001456-85.2013.403.6118 DO MINISTÉRIO PÚBLICO FEDERAL, DA EXIGÊNCIA TÉCNICA Nº 02 DA LICENÇA AMBIENTAL DE OPERAÇÃO EMITIDA PELA COMPANHIA AMBIENTAL DO ESTADO DE SÃO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52221";"Indústria de Material Bélico do Brasil";"168004";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"19/12/2025";"06/01/2026";"19/12/2025";"18/12/2026";"51588286000109";"BARLETTA ' S ENGENHARIA LTDA";"385020,0000";"385020,0000";"-3";"";"";"";""
"000612025";"Objeto: AQUISIÇÃO DE UNIFORMES TÁTICOS DESTINADOS AOS AGENTES AMBIENTAIS FEDERAIS E DEMAIS SERVIDORES EM ATIVIDADES DE FISCALIZAÇÃO DE TODAS AS UNIDADES DO INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS (IBAMA).";"";"Sem Informação";"Não se aplica";"44000";"Ministério do Meio Ambiente e Mudança do Cl";"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193099";"IBAMA-INST.BRAS.DO MEIO AMB.E DOS REC.NAT.REN";"30/12/2025";"02/01/2026";"30/12/2025";"30/12/2026";"EXRBRANDS";"R BRANDS LTDA LCC";"1940259,5000";"1940259,5000";"-3";"";"";"";""
"000622025";"Objeto: AQUISIÇÃO DE UNIFORMES TÁTICOS DESTINADOS AOS AGENTES AMBIENTAIS FEDERAIS E DEMAIS SERVIDORES EM ATIVIDADES DE FISCALIZAÇÃO DE TODAS AS UNIDADES DO INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS (IBAMA).";"";"Sem Informação";"Não se aplica";"44000";"Ministério do Meio Ambiente e Mudança do Cl";"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193099";"IBAMA-INST.BRAS.DO MEIO AMB.E DOS REC.NAT.REN";"30/12/2025";"02/01/2026";"30/12/2025";"30/12/2026";"EXRBRANDS";"R BRANDS LTDA LCC";"178925,0000";"178925,0000";"-3";"";"";"";""
"000012026";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120630";"GRUPAMENTO DE APOIO DE MANAUS";"11/12/2025";"09/01/2026";"11/12/2025";"11/12/2026";"23713577000146";"CAFE VIDA NOVA INDUSTRIA E COMERCIO LTDA";"396000,0000";"396000,0000";"-3";"";"";"";""
"000712025";"Objeto: CONTRATAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO PARA CAPACITAÇÃO, TREINAMENTO E APERFEIÇOAMENTO DE PESSOAL, MEDIANTE A OFERTA DE PROGRAMA DE EDUCAÇÃO CONTINUADA, PARA CIVIS E MILITARES, DESDOBRADO EM RESIDÊNCIAS E CURSOS DE PÓSGRADUAÇÃO LATU SENSU DE ESPECIALIZAÇÃO EM FISIOTERAPIA NO HOSPITAL CENTRAL DO EXÉRCITO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"22/12/2025";"06/01/2026";"05/01/2026";"05/01/2027";"02574447344";"RAUL DENNER DUARTE ARAUJO";"53979,2000";"53979,2000";"-3";"";"";"";""
"000372025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ELABORAÇÃO DE PROJETOS TÉCNICOS DE ENGENHARIA E ARQUITETURA (PROJETO DE REFORMA DAS INTERNAÇÕES MATERNO-INFANTIL, CLÍNICA MÉDICA E HOSPITAL DIA)";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155908";"HOSPITAL UNIV. DR. MIGUEL RIET CORREA JR.";"06/01/2026";"07/01/2026";"08/01/2026";"22/05/2027";"64193572000117";"CONSORCIO TRB";"500239,6700";"500239,6700";"-3";"";"";"";""
"000822025";"Objeto: AQUISIÇÃO DE VEÍCULOS POLICIAIS ESPECIAIS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Pregão - Registro de Preço";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200109";"POLICIA RODOVIARIA FEDERAL";"12/12/2025";"05/01/2026";"12/12/2025";"12/12/2026";"59275792000150";"GENERAL MOTORS DO BRASIL LTDA";"547246,4400";"547246,4400";"000232023";"200109";"POLICIA RODOVIARIA FEDERAL";"9999";"Pregão - Registro de Preço"
"000342025";"Objeto: CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE CÂMARAS REFRIGERADAS PARA CONSERVAÇÃO DOS IMUNOBIOLÓGICOS PARA ATENDER AS NECESSIDADES DO DSEI/CE.";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"257033";"DISTRITO SANIT.ESP.INDIGENA - CEARA";"30/12/2025";"07/01/2026";"12/01/2026";"11/01/2027";"09524545000171";"WF TECNOLOGIA CIENTIFICA LTDA";"73200,0000";"73200,0000";"-3";"";"";"";""
"000022026";"Objeto: O objeto do presente instrumento é a contratação de serviço de engenharia em Sistema de Segurança Eletrônica, incluindo: Circuito Fechado de Televisão (CFTV), Central de monitoramento 24h in loco, Sistema de Controle de Acesso (SCA) e Cerca Elétrica com Alarme, com cessão de equipamentos compreendendo o fornecimento em regime de comodato e instalação de equipamentos necessários para a execução do serviço, incluindo projeto e execução de rede de cabeamento estruturado, instalação de cerca concertina, instala";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155909";"COMPLEXO HOSP UNIVERSIT DA UFPA (HUBFS/HUJBB)";"08/01/2026";"12/01/2026";"09/01/2026";"08/01/2028";"04129689000100";"INTELLISISTEMAS - SISTEMAS DE AUTOMACAO E MANUTENCAO LTDA";"3911280,2000";"3911280,2000";"-3";"";"";"";""
"000282025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM COMBATE ÀS PRAGAS URBANAS E VETORES DA GUARNIÇÃO DE AERONÁUTICA DE BELÉM, A EXEMPLO DE ROEDORES, BARATAS, MOSCAS, TRAÇAS, PULGAS, PERCEVEJOS, CUPINS, ESCORPIÕES, FORMIGAS, LARVAS DE MOSQUITOS, POMBOS E MORCEGOS NAS ÁREAS INTERNAS E EXTERNAS, PARA ATENDER AS NECESSIDADES DO HOSPITAL DE AERONÁUTICA DE BELÉM";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120628";"GRUPAMENTO DE APOIO DE BELEM";"30/12/2025";"09/01/2026";"08/03/2026";"07/03/2027";"17082575000101";"COSTA E SILVA SERVICOS DE IMUNIZACAO E CONTROLE DE PRAGAS LTDA";"48970,4000";"48970,4000";"900252024";"";"";"";""
"000072026";"Objeto: SERVIÇOS MÉDICOS";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160202";"3º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"12/01/2026";"13/01/2026";"12/01/2026";"31/12/2026";"05044782000184";"CENTRO INTEGRADO DE FISIOTERAPIA LTDA";"300000,0000";"300000,0000";"-3";"";"";"";""
"000372025";"Objeto: AQUISIÇÃO COM INSTALAÇÃO DE MATERIAL PERMANENTE - CORTINA/PERSIANA EM UNIDADES VINCULADAS A SRSE-II";"";"Sem Informação";"Não se aplica";"33000";"Ministério da Previdência Social";"37202";"Instituto Nacional do Seguro Social";"510180";"SUPERINTENDENCIA REGIONAL SUDESTE II";"29/12/2025";"06/01/2026";"29/12/2025";"27/06/2026";"01672499000146";"C DIAS LTDA";"2596,0000";"2596,0000";"900142024";"";"";"";""
"000452025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO PARA AQUISIÇÃO DE GÊNEROS DE ALIMENTAÇÃO DO QUANTITATIVO DE SUBSISTÊNCIA (QS), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160065";"COMANDO DA 11A. REGIAO MILITAR";"23/12/2025";"09/01/2026";"23/12/2025";"22/12/2026";"04863480000256";"ALIANCA AGRO COM. TRANSPORTES LTDA";"799200,0000";"799200,0000";"-3";"";"";"";""
